title,location,country,city,stars,rating,ratings_no,date,duration,airport,food,price,old_price
Palm Azur (ex. Sentido Palm Azur),Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.5,5.3,130,14.12.2023,8,Katowice,All inclusive,2466.0,2866.0
Bajkowy Paryż,Objazd Francja: Paryż,Francja, Paryż,,5.2,32,12.09.2023,5,Warszawa-Radom,Śniadania,2470.0,
Sea Gull,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,4.8,161,17.12.2023,5,Katowice,All inclusive,2474.0,2674.0
One Resort Jockey Monastir,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,4.0,4.4,8,15.06.2023,4,Wrocław,All inclusive,2476.0,
Sunrise All Suites Resort,Wypoczynek Bułgaria: Złote Piaski - Obzor,Bułgaria, Złote Piaski - Obzor,4.0,5.1,125,06.06.2023,8,Warszawa Chopin,All inclusive,2479.0,
Eleni,Wypoczynek Grecja: Kos,Grecja, Kos,2.0,5.1,25,03.10.2023,8,Warszawa Chopin,Śniadania,2479.0,
ALEGRIA Fenals Mar,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,3.0,6.0,1,13.05.2023,8,Warszawa Chopin,Śniadania,2480.0,
Casa Durres,Wypoczynek Albania: Durres,Albania, Durres,3.0,5.3,35,19.06.2023,8,Wrocław,All inclusive,2481.0,
Ikaros Hotel,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,2.5,3.8,359,26.09.2023,4,Katowice,All inclusive,2483.0,
Palm Beach Resort Hurghada,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,4.9,12,17.12.2023,5,Katowice,All inclusive,2483.0,2683.0
Karbel Beach Hotel,Wypoczynek Turcja: Marmaris - Dalaman,Turcja, Marmaris - Dalaman,3.0,5.2,25,08.05.2023,8,Katowice,Śniadania i obiadokolacje,2484.0,
Ammon Garden,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,3.0,,0,07.06.2023,8,Katowice,Bez wyżywienia,2487.0,
Bonita Luxury Hotel,Wypoczynek Albania: Durres,Albania, Durres,5.0,,0,29.05.2023,5,Poznań,All inclusive,2489.0,
Amsterdam – cudowna lekkość bytu,Objazd Holandia: Holandia Północna - Holandia Południowa,Holandia, Holandia Północna - Holandia Południowa,,5.9,6,07.09.2023,4,Warszawa Chopin,Śniadania,2491.0,
Sherwood Dreams Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.5,1,16.12.2023,8,Katowice,Ultra All Inclusive,2491.0,2991.0
Greenwood Suites Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,All inclusive,2491.0,2991.0
Grand Uysal Beach & Spa,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.4,14,13.05.2023,8,Wrocław,All inclusive,2496.0,
Adele Residence,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,2.0,,0,21.06.2023,8,Poznań,All inclusive,2496.0,
Adalya Ocean Deluxe,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,Ultra All Inclusive,2496.0,3096.0
Fllad Resort & SPA,Wypoczynek Albania: Durres,Albania, Durres,5.0,5.2,71,22.09.2023,4,Katowice,All inclusive,2498.0,
Royal Asarlik Beach,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,4.1,4,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2500.0,
Berlin Golden Beach,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,4.3,108,16.06.2023,8,Warszawa Chopin,All inclusive,2500.0,
Montenegro,Wypoczynek Czarnogóra: Bar - Budva,Czarnogóra, Bar - Budva,3.5,3.7,163,11.05.2023,8,Warszawa Chopin,HB Plus,2501.0,
Egipt - Hurghada Holiday Tour,Objazd + wypoczynek Egipt: Hurghada,Egipt, Hurghada,,4.8,93,18.05.2023,8,Katowice,All inclusive,2506.0,
Chrysomare,Wypoczynek Cypr: Cypr południowy,Cypr, Cypr południowy,5.0,5.5,37,08.11.2023,5,Katowice,Śniadania i obiadokolacje,2506.0,2806.0
Sunny Days Resort Spa & Aqua Park (ex El Palacio),Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,3.8,26,17.12.2023,5,Katowice,All inclusive,2508.0,2708.0
Porto Bello Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.6,8,09.12.2023,8,Katowice,All inclusive,2511.0,3011.0
Ozcan Beach,Wypoczynek Turcja: Marmaris,Turcja, Marmaris,3.0,4.9,12,08.05.2023,8,Katowice,All inclusive,2512.0,
Hydramis Palace,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.0,,0,07.05.2023,8,Poznań,All inclusive,2513.0,
Tunezja - Gorąca Jak Samum,Objazd + wypoczynek Tunezja: Susa - Nabul - Monastyr,Tunezja, Susa - Nabul - Monastyr,,4.8,95,22.06.2023,8,Katowice,Śniadania i obiadokolacje,2514.0,
One Resort El Mansour,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,4.0,,0,11.05.2023,8,Katowice,All inclusive,2514.0,
One Resort Aquapark & Spa,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,4.0,5.5,5,18.05.2023,8,Katowice,All inclusive,2521.0,
Irini Studios,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,3.0,,0,14.05.2023,8,Poznań,Bez wyżywienia,2522.0,
Nour Palace,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,5.0,5.1,151,28.09.2023,4,Katowice,All inclusive,2523.0,
Belvedere,Wypoczynek Grecja: Lesbos,Grecja, Lesbos,3.5,5.1,14,30.08.2023,8,Katowice,All inclusive,2525.0,
Mahdia Palace,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,5.0,5.3,126,04.05.2023,8,Katowice,All inclusive,2527.0,
Sunny Day Resort Marina,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,5.0,,0,06.06.2023,8,Warszawa Chopin,All inclusive,2529.0,
Blue Orange Beach Resort,Wypoczynek Bułgaria: Słoneczny Brzeg - Sozopol,Bułgaria, Słoneczny Brzeg - Sozopol,4.0,4.8,10,06.06.2023,8,Warszawa Chopin,All inclusive,2530.0,
Lella Beya & Thalasso,Wypoczynek Tunezja: Nabul,Tunezja, Nabul,4.0,6.0,1,22.06.2023,8,Katowice,All inclusive,2532.0,
Sami Beach,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,3.0,5.0,83,01.06.2023,8,Rzeszów,All inclusive,2533.0,
Diar Lemdina,Wypoczynek Tunezja: Nabul,Tunezja, Nabul,4.0,,0,11.05.2023,8,Katowice,All inclusive,2535.0,
Continental Hurghada,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.4,74,17.12.2023,5,Katowice,All inclusive,2535.0,2885.0
Medina Belisaire & Thalasso,Wypoczynek Tunezja: Nabul,Tunezja, Nabul,4.0,,0,11.05.2023,8,Katowice,All inclusive,2535.0,
Eden Star,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.0,4.9,8,11.05.2023,8,Katowice,All inclusive,2541.0,
Bonjour Paris!,Objazd Francja: Paryż,Francja, Paryż,,5.4,142,19.09.2023,5,Warszawa-Radom,Śniadania,2543.0,
Aqua Rosa,Wypoczynek Grecja: Kokkino Nero,Grecja, Kokkino Nero,3.0,4.2,229,31.05.2023,8,Wrocław,All Inclusive light,2544.0,
Sultan Sipahi Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,,0,20.05.2023,8,Wrocław,All inclusive,2546.0,
Turcja - Przygoda w księżycowej Krainie,Objazd + wypoczynek Turcja: Kapadocja - Riwiera Turecka,Turcja, Kapadocja - Riwiera Turecka,,5.1,18,20.05.2023,8,Wrocław,Śniadania i obiadokolacje,2548.0,
Thalassa Mahdia Aqua Park,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,4.0,5.1,5,28.09.2023,4,Katowice,All inclusive,2549.0,
Club Dizalya,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.2,53,17.05.2023,8,Katowice,All inclusive,2551.0,
Adalya Resort and Spa,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.7,28,16.12.2023,8,Katowice,Ultra All Inclusive,2552.0,3152.0
Aquamare,Wypoczynek Grecja: Lesbos,Grecja, Lesbos,4.0,,0,20.09.2023,8,Katowice,All inclusive,2555.0,
Pappas,Wypoczynek Grecja: Peloponez,Grecja, Peloponez,3.5,5.3,317,30.05.2023,8,Katowice,All Inclusive light,2557.0,
Silver Beach,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.0,5.3,415,14.05.2023,8,Poznań,All Inclusive light,2558.0,
Lemon & Soul Makadi,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,3.0,5.8,2,17.12.2023,5,Katowice,All inclusive,2559.0,
Egipt - Potęga Południa - Light,Objazd + wypoczynek Egipt: Hurghada,Egipt, Hurghada,,4.0,1,10.12.2023,8,Katowice,"Śniadania, obiady i kolacje (FB) + All Inclusive (AI)",2559.0,2859.0
Apollon - Kos,Wypoczynek Grecja: Kos,Grecja, Kos,4.0,5.3,403,06.05.2023,8,Warszawa Chopin,All inclusive,2560.0,
Albatros Aqua Park Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,4.9,17,17.12.2023,5,Katowice,All inclusive,2561.0,2811.0
Aqua Vista Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,5.3,10,17.12.2023,5,Katowice,All inclusive,2561.0,2811.0
Castival Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,All inclusive,2564.0,3164.0
One Resort Jockey Monastir,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,4.0,4.4,8,11.05.2023,8,Katowice,All inclusive,2564.0,
Hotel Kamenec,Wypoczynek Bułgaria,Bułgaria,,4.0,,0,06.06.2023,8,Warszawa Chopin,All inclusive,2564.0,
Annabella Park Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,,0,13.05.2023,8,Wrocław,All inclusive,2565.0,
Commodore,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,3.0,5.0,399,26.09.2023,4,Katowice,All inclusive,2570.0,
Paryż i Zamki nad Loarą - wersja lotnicza,Objazd Francja: Paryż,Francja, Paryż,,5.5,41,12.09.2023,5,Warszawa-Radom,Śniadania,2570.0,
Despo,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,3.0,4.8,53,21.06.2023,8,Warszawa Chopin,All inclusive,2576.0,
Marhaba Royal Salem,Wypoczynek Tunezja: Susa,Tunezja, Susa,4.0,5.4,11,31.08.2023,4,Katowice,All inclusive,2588.0,
Stemma Hotel,Wypoczynek Grecja: Korfu,Grecja, Korfu,3.0,6.0,2,27.09.2023,8,Katowice,Śniadania,2588.0,
Royal Thalassa Monastir,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,5.0,,0,04.05.2023,8,Katowice,All inclusive,2588.0,
El Mouradi Djerba Menzel,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.0,5.0,2,26.10.2023,8,Katowice,All inclusive,2590.0,
Club Turtas Beach,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.3,128,10.05.2023,8,Katowice,All inclusive,2596.0,
Ambassador Plaza Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,4.6,15,10.05.2023,8,Katowice,All inclusive,2596.0,
Oba Star,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.0,164,10.05.2023,8,Katowice,Ultra All Inclusive,2596.0,
Sunrise Blue Magic Resort,Wypoczynek Bułgaria: Obzor,Bułgaria, Obzor,4.5,5.4,110,05.09.2023,4,Warszawa Chopin,All inclusive,2596.0,
Falcon Naama Star,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,3.0,4.1,15,16.12.2023,8,Katowice,All inclusive,2596.0,2796.0
Mena Palace,Wypoczynek Bułgaria: Słoneczny Brzeg,Bułgaria, Słoneczny Brzeg,4.0,5.5,2,06.06.2023,8,Warszawa Chopin,All inclusive,2600.0,
Nour Palace,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,5.0,5.1,151,04.05.2023,8,Katowice,All inclusive,2577.0,
Infinity by Yelken Aquapark & Resorts,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,4.7,58,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2577.0,
Pia Bella,Wypoczynek Cypr i Cypr Północny,Cypr i Cypr Północny,,4.0,5.1,5,13.05.2023,8,Katowice,Śniadania,2580.0,
Palm Wings Kusadasi,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.5,162,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2580.0,
Sea Star Beaurivage,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.5,5.0,150,07.05.2023,5,Warszawa Chopin,All inclusive,2580.0,
Lusso Mare,Wypoczynek Czarnogóra: Budva,Czarnogóra, Budva,4.0,,0,11.05.2023,8,Warszawa Chopin,Śniadania,2580.0,
Ilyssion Hotel,Wypoczynek Grecja: Rodos,Grecja, Rodos,3.0,,0,05.06.2023,8,Poznań,All inclusive,2581.0,
Royal G Max,Wypoczynek Albania: Durres,Albania, Durres,5.0,3.9,30,15.09.2023,4,Poznań,All inclusive,2581.0,
One Resort Aquapark & Spa,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,4.0,5.5,5,28.09.2023,4,Katowice,All inclusive,2585.0,
L’Etoile Hotel,Wypoczynek Turcja: Marmaris,Turcja, Marmaris,4.0,,0,08.05.2023,8,Katowice,All inclusive,2587.0,
Diagoras,Wypoczynek Grecja: Rodos,Grecja, Rodos,3.0,4.9,55,05.06.2023,8,Poznań,All inclusive,2601.0,
Turcja - Cztery Pory Roku,Objazd + wypoczynek Turcja: Riwiera Turecka - Kapadocja,Turcja, Riwiera Turecka - Kapadocja,,5.9,9,24.06.2023,8,Gdańsk,Śniadania i obiadokolacje,2617.0,
Turcja - Turcja Licyjska,Objazd + wypoczynek Turcja: Riwiera Turecka - Marmaris,Turcja, Riwiera Turecka - Marmaris,,5.3,281,24.06.2023,8,Gdańsk,Śniadania i obiadokolacje,2618.0,
Amarina Abu Soma Resort & Aqua Park,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.5,205,17.12.2023,5,Katowice,All inclusive,2620.0,2970.0
Three Corners Sunny Beach Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,5.5,65,07.05.2023,5,Warszawa Chopin,All inclusive,2623.0,
Tunezja - wielobarwna mozaika,Objazd + wypoczynek Tunezja: Djerba - Susa,Tunezja, Djerba - Susa,,5.3,127,14.12.2023,8,Katowice,Śniadania i obiadokolacje,2626.0,2826.0
Imperial Shams Abu Soma,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.5,4.7,25,07.05.2023,5,Warszawa Chopin,All inclusive,2629.0,
Bellagio Beach Resort & Spa (ex. Panorama Bungalows Resort),Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.1,51,07.05.2023,5,Warszawa Chopin,All inclusive,2630.0,
GHT Costa Brava & SPA,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,3.0,4.8,4,13.05.2023,8,Warszawa Chopin,Śniadania,2630.0,
Wave Resort,Wypoczynek Bułgaria: Słoneczny Brzeg,Bułgaria, Słoneczny Brzeg,5.0,5.7,65,05.09.2023,4,Warszawa Chopin,Ultra All Inclusive,2630.0,
El Borj,Wypoczynek Tunezja: Al Mahdijja,Tunezja, Al Mahdijja,3.0,4.0,1,22.06.2023,8,Katowice,All inclusive,2632.0,
Commodore,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,3.0,5.0,399,05.05.2023,8,Katowice,All inclusive,2634.0,
Occidental Marco Polo (ex Concorde Marco Polo),Wypoczynek Tunezja: Nabul,Tunezja, Nabul,4.0,4.0,11,11.05.2023,8,Katowice,All inclusive,2635.0,
Dubrava,Wypoczynek Czarnogóra: Budva,Czarnogóra, Budva,3.0,5.2,38,01.06.2023,8,Poznań,Śniadania i obiadokolacje,2636.0,
Egipt - Potęga Południa,Objazd + wypoczynek Egipt: Hurghada,Egipt, Hurghada,,5.4,363,18.05.2023,8,Katowice,"Śniadania, obiady i kolacje (FB) + All Inclusive (AI)",2637.0,
Pensee Royal Garden Beach Resort,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,3.5,4.7,40,05.12.2023,8,Katowice,All inclusive,2639.0,2839.0
Rosa Beach Thalasso & Spa,Wypoczynek Tunezja: Monastyr,Tunezja, Monastyr,4.0,4.9,156,31.08.2023,8,Katowice,All inclusive,2639.0,
Zephir hotel & Spa,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.0,,0,11.05.2023,8,Katowice,All inclusive,2641.0,
Yasmin Bodrum Resort,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,4.8,52,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2649.0,
Areti,Wypoczynek Grecja: Santorini,Grecja, Santorini,3.0,5.1,75,02.10.2023,8,Warszawa Chopin,Śniadania,2650.0,
Blue Dreams Resort & SPA,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,,0,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2650.0,
Natura Village Hotel & Spa,Wypoczynek Grecja: Kos,Grecja, Kos,5.0,5.5,58,06.05.2023,8,Warszawa Chopin,All inclusive,2650.0,
White Olive Elite Rethymno,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,5.0,5.2,222,14.05.2023,8,Poznań,All inclusive,2655.0,
Titanic Beach Lara,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,All inclusive,2660.0,3260.0
Venosa Beach,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.6,288,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2661.0,
Ioni Hotel,Wypoczynek Grecja: Riwiera Olimpijska,Grecja, Riwiera Olimpijska,3.0,,0,07.06.2023,8,Katowice,Śniadania i obiadokolacje,2666.0,
Wiedeń - przy dźwiękach walca,Objazd Austria: Wiedeń,Austria, Wiedeń,,4.7,7,14.09.2023,4,Warszawa Modlin,Śniadania,2670.0,
Sherwood Exclusive Lara,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,Ultra All Inclusive,2671.0,3271.0
Olympos Beach Hotel,Wypoczynek Grecja: Rodos,Grecja, Rodos,4.0,,0,08.05.2023,8,Katowice,All inclusive,2671.0,
Bałkański Gwiazdozbiór,"Objazd + wypoczynek Grecja, Albania, Macedonia, Kosovo","Grecja, Albania, Macedonia, Kosovo",,,5.3,21,12.06.2023,8,Katowice,Śniadania,2676.0,
Salamis Bay Conti,Wypoczynek Cypr Północny: Famagusta,Cypr Północny, Famagusta,5.0,5.5,132,08.11.2023,5,Katowice,Ultra All Inclusive,2677.0,2977.0
Rean Hotel,Wypoczynek Albania: Durres,Albania, Durres,4.0,,0,25.09.2023,8,Katowice,All inclusive,2678.0,
Chatur Costa Caleta,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,3.5,5.0,557,08.05.2023,8,Warszawa Chopin,All inclusive,2679.0,
Ville Otrant,Wypoczynek Czarnogóra: Ulcinj,Czarnogóra, Ulcinj,4.0,5.2,408,04.05.2023,8,Warszawa Chopin,All inclusive,2679.0,
Sentido Bellevue Park (ex. LTI Bellevue Park),Wypoczynek Tunezja: Susa,Tunezja, Susa,5.0,5.4,34,28.09.2023,4,Katowice,All inclusive,2679.0,
Stella Di Mare Gardens Resort & Spa,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.5,5.1,108,07.05.2023,5,Warszawa Chopin,All inclusive,2679.0,
Aparthotel Miami Park,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,3.0,5.0,1,13.05.2023,8,Warszawa Chopin,Bez wyżywienia,2679.0,
Duni Holiday Village,Wypoczynek Bułgaria: Sozopol,Bułgaria, Sozopol,4.0,,0,06.06.2023,8,Warszawa Chopin,All inclusive,2679.0,
Laguna Holiday Resort,Wypoczynek Grecja: Korfu,Grecja, Korfu,4.5,4.4,100,06.05.2023,8,Warszawa Chopin,All inclusive,2680.0,
Aqua Blue Hotel,Wypoczynek Grecja: Korfu,Grecja, Korfu,4.0,4.7,22,06.05.2023,8,Warszawa Chopin,All inclusive,2680.0,
Maleme Mare,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,4.0,5.4,173,14.05.2023,8,Poznań,All inclusive,2680.0,
Stratos,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,3.0,,0,27.09.2023,8,Katowice,Śniadania,2680.0,
Pasa Beach,Wypoczynek Turcja: Marmaris - Dalaman,Turcja, Marmaris - Dalaman,4.0,5.1,25,08.05.2023,8,Katowice,All inclusive,2683.0,
Riadh Palms,Wypoczynek Tunezja: Susa,Tunezja, Susa,4.0,4.6,111,04.05.2023,8,Katowice,All inclusive,2687.0,
White Olive Premium Cameo,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,4.0,5.0,500,03.10.2023,4,Katowice,All inclusive,2689.0,
Alexandros hotel,Wypoczynek Grecja: Korfu,Grecja, Korfu,4.0,4.9,53,03.06.2023,8,Katowice,All inclusive,2694.0,
Korumar Deluxe,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.5,32,07.05.2023,8,Warszawa Chopin,All inclusive,2694.0,
Side Bay,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,3.0,,0,13.05.2023,8,Wrocław,All inclusive,2695.0,
Anitas Beach,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,3.0,5.3,46,13.05.2023,8,Wrocław,All inclusive,2695.0,
Almyrida Bay,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,3.0,4.8,19,08.10.2023,8,Katowice,Śniadania i obiadokolacje,2695.0,
Xperia Grand Bali Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,5.3,2,13.05.2023,8,Wrocław,All inclusive,2696.0,
Dias,Wypoczynek Grecja: Riwiera Olimpijska,Grecja, Riwiera Olimpijska,3.0,5.7,82,07.06.2023,8,Katowice,Śniadania i obiadokolacje,2696.0,
Kavros Beach,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,3.0,4.3,456,18.06.2023,8,Wrocław,All inclusive,2699.0,
Palm Wings Ephesus,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.5,212,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,2701.0,
Fantasia Deluxe,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,5.0,1,07.05.2023,8,Warszawa Chopin,All inclusive,2701.0,
Castellastva,Wypoczynek Czarnogóra: Podgorica,Czarnogóra, Podgorica,4.0,5.3,4,11.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,2701.0,
Turcja - Smak Orientu,Objazd + wypoczynek Turcja: Kapadocja - Riwiera Egejska - Riwiera Turecka,Turcja, Kapadocja - Riwiera Egejska - Riwiera Turecka,,5.4,708,28.10.2023,8,Katowice,Śniadania i obiadokolacje,2703.0,
"Selfie z Adriatykiem, #Bałkany","Objazd + wypoczynek Bośnia i Hercegowina, Chorwacja, Czarnogóra","Bośnia i Hercegowina, Chorwacja, Czarnogóra",,,6.0,1,14.09.2023,8,Katowice,Śniadania i obiadokolacje,2703.0,
Three Corners Rihana Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,5.9,7,17.12.2023,5,Katowice,All inclusive,2706.0,2956.0
Royal Garden Beach,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.7,44,06.05.2023,8,Wrocław,Ultra All Inclusive,2713.0,
Belitsa,Wypoczynek Bułgaria,Bułgaria,,3.0,4.6,33,29.08.2023,8,Poznań,All inclusive,2715.0,
Mythic Summer,Wypoczynek Grecja: Riwiera Olimpijska,Grecja, Riwiera Olimpijska,4.0,5.0,11,14.06.2023,8,Katowice,Śniadania i obiadokolacje,2716.0,
White Olive Premium Laganas,Wypoczynek Grecja: Zakynthos,Grecja, Zakynthos,4.5,5.2,712,16.05.2023,4,Warszawa Chopin,All inclusive,2716.0,
Royal Wings,Wypoczynek Turcja,Turcja,,5.0,6.0,2,16.12.2023,8,Katowice,Ultra All Inclusive,2722.0,3322.0
Stella Di Mare Beach Resort & Spa,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,5.4,241,17.12.2023,5,Katowice,All inclusive,2724.0,2974.0
Monachium i tajemnice Bawarskich Zamków,Objazd Niemcy: Bawaria,Niemcy, Bawaria,,,0,04.05.2023,4,Warszawa Chopin,Śniadania,2725.0,
Gardenia Beach Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,4.0,,0,28.10.2023,8,Katowice,All inclusive,2727.0,
MonteCarlo Lungomare,Wypoczynek Albania: Vlora,Albania, Vlora,4.0,,0,16.06.2023,8,Poznań,All inclusive,2727.0,
Dionysos Hotel,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,3.0,6.0,1,30.09.2023,8,Katowice,Śniadania,2727.0,
Fagus Hotel & Spa,Wypoczynek Czarnogóra: Budva,Czarnogóra, Budva,4.0,,0,11.05.2023,8,Warszawa Chopin,Śniadania,2729.0,
Aladdin Beach Resort,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,4.0,4.7,49,07.05.2023,5,Warszawa Chopin,All inclusive,2729.0,
Weekend w Izraelu - Shalom Israel,Objazd Izrael: Jerozolima - Tel Awiw,Izrael, Jerozolima - Tel Awiw,,5.3,157,15.12.2023,4,Katowice,Śniadania i obiadokolacje,2729.0,2929.0
Dolcestate,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,5.1,94,07.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,2729.0,
Suneo Garden Nevis,Wypoczynek Bułgaria: Słoneczny Brzeg,Bułgaria, Słoneczny Brzeg,3.0,,0,06.06.2023,8,Warszawa Chopin,All inclusive,2730.0,
Royal hotel and Suites,Wypoczynek Grecja: Chalkidiki,Grecja, Chalkidiki,4.0,5.0,82,20.05.2023,8,Warszawa Chopin,All inclusive,2730.0,
Zoes Hotel,Wypoczynek Grecja: Rodos,Grecja, Rodos,3.0,5.5,1,02.10.2023,8,Katowice,Śniadania,2732.0,
Mel Holidays,Wypoczynek Albania: Durres,Albania, Durres,4.0,5.1,47,09.06.2023,8,Poznań,All inclusive,2734.0,
Dafni Plus,Wypoczynek Grecja: Riwiera Olimpijska,Grecja, Riwiera Olimpijska,4.0,,0,07.06.2023,8,Katowice,All inclusive,2739.0,
